"Article","Datapoint","Amniotes","animal","Species","Common.Name","Parameters","Statistics","Estimate","df","df.1","SE","Type","Direction","Formula","Process","N","Maternal","Offspring","Fecundity","Reproduction","Propagule","Environment","Comments","Author","year","Data.Extraction","Phylum","Class","Order","Family","Genus","X","r","Zr","RU"
266,688,"Y","Calotes_versicolor","Calotes_versicolor","",2,0.32,NA,NA,NA,NA,"r2","+","",NA,131,"Length","Number","Clutch","it","Egg","Wild","","Shanbhag, B. A.,Radder, R. S. & Saidapur, S. K.","2000",2,"Chordata","Reptilia","Squamata","Agamidae","Calotes",NA,0.556214886532175,0.627335665243453,"Single"
267,689,"Y","Python_reticulatus","Python_reticulatus","",NA,0.94,NA,NA,NA,NA,"r","+","",NA,18,"Length","Number","Clutch","it","Egg","Wild","","Shine, R., Ambariyanto, Harlow, P. S. & Mumpuni","1999",2,"Chordata","Reptilia","Squamata","Pythonidae","Python",NA,0.94,1.73804934491764,"Single"
268,690,"N","Alopecosa_hirtipes","Alopecosa_hirtipes","",5,0.154,NA,NA,NA,NA,"r2","+","",NA,40,"Width","Number","Clutch","it","Egg","Wild","1990","Simpson, M. R.","1993",2,"Arthropoda","Arachnida","Araneae","Lycosidae","Alopecosa",NA,0.172012311460888,0.173739594690323,"Single"
268,691,"N","Alopecosa_hirtipes","Alopecosa_hirtipes","",5,0.44,NA,NA,NA,NA,"r2","+","",NA,55,"Width","Number","Clutch","it","Egg","Wild","1991","Simpson, M. R.","1993",2,"Arthropoda","Arachnida","Araneae","Lycosidae","Alopecosa",NA,0.618754509363078,0.722984405568398,"Single"
268,692,"N","Pardosa_glacialis","Pardosa_glacialis","",5,0.426,NA,NA,NA,NA,"r2","+","",NA,45,"Width","Number","Clutch","it","Egg","Wild","1990","Simpson, M. R.","1993",2,"Arthropoda","Arachnida","Araneae","Lycosidae","Pardosa",NA,0.59364152180441,0.683270610294893,"Single"
268,693,"N","Pardosa_glacialis","Pardosa_glacialis","",5,0.436,NA,NA,NA,NA,"r2","+","",NA,55,"Width","Number","Clutch","it","Egg","Wild","1991","Simpson, M. R.","1993",2,"Arthropoda","Arachnida","Araneae","Lycosidae","Pardosa",NA,0.615182070278252,0.717216326849893,"Single"
269,694,"Y","Sceloporus_virgatus","Sceloporus_virgatus","",2,0.5,NA,NA,NA,NA,"r2","+","",NA,297,"Length","Number","Clutch","it","Egg","Wild","","Smith, G. R., Ballinger, R. E. & Rose, B. R.","1995",2,"Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,0.704697551759464,0.876571452790092,"Single"
272,695,"Y","Elaphe_quadrivirgata","Elaphe_quadrivirgata","",NA,0.52,NA,NA,NA,NA,"r","+","",NA,43,"Length","Number","Clutch","it","Egg","Captive","","Tanaka, K. & Mori, A.","2011",2,"Chordata","Reptilia","Squamata","Colubridae","Elaphe",NA,0.52,0.576339754969193,"Single"
272,696,"Y","Elaphe_quadrivirgata","Elaphe_quadrivirgata","",NA,0.37,NA,NA,NA,NA,"r","+","",NA,12,"Length","Number","Clutch","it","Egg","Captive","","Tanaka, K. & Mori, A.","2011",2,"Chordata","Reptilia","Squamata","Colubridae","Elaphe",NA,0.37,0.388423099718296,"Single"
275,697,"Y","Alligator_mississippiensis","Alligator_mississippiensis","",NA,0.79,NA,NA,NA,NA,"r","+","",NA,5,"Length","Number","Clutch","it","Egg","Wild","","Thorbjarnarson, J. B.","1996",2,"Chordata","Reptilia","Crocodilia","Alligatoridae","Alligator",NA,0.79,1.07143168405867,"Single"
275,698,"Y","Caiman_crocodilus","Caiman_crocodilus","",NA,0.78,NA,NA,NA,NA,"r","+","",NA,12,"Length","Number","Clutch","it","Egg","Wild","","Thorbjarnarson, J. B.","1996",2,"Chordata","Reptilia","Crocodilia","Alligatoridae","Caiman",NA,0.78,1.04537054846688,"Single"
275,699,"Y","Caiman_latirostris","Caiman_latirostris","",NA,0.16,NA,NA,NA,NA,"r","+","",NA,4,"Length","Number","Clutch","it","Egg","Wild","","Thorbjarnarson, J. B.","1996",2,"Chordata","Reptilia","Crocodilia","Alligatoridae","Caiman",NA,0.16,0.161386696131526,"Single"
275,700,"Y","Crocodylus_acutus","Crocodylus_acutus","",NA,0.98,NA,NA,NA,NA,"r","+","",NA,4,"Length","Number","Clutch","it","Egg","Wild","","Thorbjarnarson, J. B.","1996",2,"Chordata","Reptilia","Crocodilia","Crocodylidae","Crocodylus",NA,0.98,2.29755992506729,"Single"
275,701,"Y","Crocodylus_niloticus","Crocodylus_niloticus","",NA,0.75,NA,NA,NA,NA,"r","+","",NA,7,"Length","Number","Clutch","it","Egg","Wild","","Thorbjarnarson, J. B.","1996",2,"Chordata","Reptilia","Crocodilia","Crocodylidae","Crocodylus",NA,0.75,0.972955074527657,"Single"
275,702,"Y","Crocodylus_porosus","Crocodylus_porosus","",NA,0.74,NA,NA,NA,NA,"r","+","",NA,6,"Length","Number","Clutch","it","Egg","Wild","","Thorbjarnarson, J. B.","1996",2,"Chordata","Reptilia","Crocodilia","Crocodylidae","Crocodylus",NA,0.74,0.950479380596523,"Single"
276,703,"Y","Crocodylus_intermedius","Crocodylus_intermedius","",2,0.38,NA,NA,NA,NA,"r2","+","",NA,53,"Length","Number","Clutch","it","Egg","Captive","","Thorbjarnarson, J. B. & Hernandez, G.","1993",2,"Chordata","Reptilia","Crocodilia","Crocodylidae","Crocodylus",NA,0.595986577030054,0.686899632504937,"Single"
277,704,"N","Lernanthropus_cynoscicola","Lernanthropus_cynoscicola","",NA,0.86,NA,NA,NA,NA,"r","+","",NA,54,"Length","Number","Clutch","it","Egg","Wild","","Timi, J. T., Lanfranchi, A. L. & Poulin, R.","2005",2,"Arthropoda","Maxillopoda","Siphonostomatoida ","Lernanthropidae","Lernanthropus",NA,0.86,1.29334467204897,"Single"
278,705,"Y","Sceloporus_graciosus","Sceloporus_graciosus","",2,0.204,NA,NA,NA,NA,"r2","+","",NA,56,"Length","Number","Clutch","it","Egg","Wild","","Tinkle, D. W., Dunham, A. E. & Congdon, J. D.","1993",2,"Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,0.417087837452668,0.444161357838327,"Single"
279,706,"Y","Tantilla_coronata","Tantilla_coronata","",2,0.21,NA,NA,NA,NA,"r2","+","",NA,34,"Length","Number","Clutch","it","Egg","Wild","","Todd, B. D., Willson, J. D., Winne, C. T., Semlitsch, R. D. & Gibbons, J. W.","2008",2,"Chordata","Reptilia","Squamata","Colubridae","Tantilla",NA,0.39878848787862,0.422207484444958,"Single"
280,707,"Y","Trachemys_scripta","Trachemys_scripta","",NA,0.45,NA,NA,NA,NA,"r","+","",NA,782,"Length","Number","Clutch","it","Egg","Wild","Trachemys_scripta_elegans","Tucker, J. K., Paukstis, G. L. & Janzen, F. J.","1998",2,"Chordata","Reptilia","Testudines","Emydidae","Trachemys",NA,0.45,0.484700278594052,"Single"
281,708,"Y","Zootoca_vivipara","Zootoca_vivipara","",NA,0.56,NA,NA,NA,NA,"r","+","",NA,25,"Length","Number","Clutch","it","Egg","Captive","","Uller, T. & Olsson, M.","2005",2,"Chordata","Reptilia","Squamata","Lacertidae","Zootoca",NA,0.56,0.632833186665638,"Single"
281,709,"Y","Zootoca_vivipara","Zootoca_vivipara","",NA,0.61,NA,NA,NA,NA,"r","+","",NA,45,"Length","Number","Clutch","it","Egg","Wild","","Uller, T. & Olsson, M.","2005",2,"Chordata","Reptilia","Squamata","Lacertidae","Zootoca",NA,0.61,0.708921359427408,"Single"
282,710,"Y","Plica_plica","Plica_plica","",NA,0.64,NA,NA,NA,NA,"r","+","",NA,46,"Length","Number","Clutch","it","Egg","Wild","","Vitt, L. J.","1991",2,"Chordata","Reptilia","Squamata","Tropiduridae","Plica",NA,0.64,0.758173744684044,"Single"
283,715,"Y","Tropidurus_hispidus","Tropidurus_hispidus","",2,0.475,NA,NA,NA,NA,"r2","+","",NA,90,"Length","Number","Clutch","it","Egg","Wild","","Vitt, L. J.","1993",2,"Chordata","Reptilia","Squamata","Tropiduridae","Tropidurus",NA,0.680390354489802,0.829840502944645,"Single"
283,711,"Y","Tropidurus_oreadicus","Tropidurus_oreadicus","",2,0.529,NA,NA,NA,NA,"r2","+","",NA,17,"Length","Number","Clutch","it","Egg","Wild","Yet unidentified species, assumed to be Tropidurus oreadicus or closely related to it","Vitt, L. J.","1993",2,"Chordata","Reptilia","Squamata","Tropiduridae","Tropidurus",NA,0.679495611254617,0.828176413111236,"Single"
283,712,"Y","Tropidurus_oreadicus","Tropidurus_oreadicus","",2,0.002,NA,NA,NA,NA,"r2","+","",NA,18,"Length","Number","Clutch","it","Egg","Wild","Yet unidentified species, assumed to be Tropidurus oreadicus or closely related to it","Vitt, L. J.","1993",2,"Chordata","Reptilia","Squamata","Tropiduridae","Tropidurus",NA,0.0447213595499958,0.0447512096179732,"Single"
283,713,"Y","Tropidurus_oreadicus","Tropidurus_oreadicus","",2,0.067,NA,NA,NA,NA,"r2","+","",NA,45,"Length","Number","Clutch","it","Egg","Wild","Yet unidentified species, assumed to be Tropidurus oreadicus or closely related to it","Vitt, L. J.","1993",2,"Chordata","Reptilia","Squamata","Tropiduridae","Tropidurus",NA,0.15023790657297,0.151383827510213,"Single"
283,714,"Y","Tropidurus_oreadicus","Tropidurus_oreadicus","",2,0.534,NA,NA,NA,NA,"r2","+","",NA,24,"Length","Number","Clutch","it","Egg","Wild","Yet unidentified species, assumed to be Tropidurus oreadicus or closely related to it","Vitt, L. J.","1993",2,"Chordata","Reptilia","Squamata","Tropiduridae","Tropidurus",NA,0.699727838247877,0.866767076422649,"Single"
283,716,"Y","Tropidurus_semitaeniatus","Tropidurus_semitaeniatus","",2,0.002,NA,NA,NA,NA,"r2","+","",NA,86,"Length","Number","Clutch","it","Egg","Wild","","Vitt, L. J.","1993",2,"Chordata","Reptilia","Squamata","Tropiduridae","Tropidurus",NA,0.0447213595499958,0.0447512096179732,"Single"
284,717,"Y","Kentropyx_striatu","Kentropyx_striatu","",2,0.422,NA,NA,NA,NA,"r2","+","",NA,21,"Length","Number","Clutch","it","Egg","Wild","","Vitt, L. J. & Decarvalho, C. M.","1992",2,"Chordata","Reptilia","Squamata","Teiidae","Kentropyx",NA,0.598145281497545,0.690254205116759,"Single"
286,718,"N","Austropandalus_grayi","Austropandalus_grayi","",NA,0.42,NA,NA,NA,NA,"r","+","",NA,46,"Length","Number","Clutch","it","Egg","Wild","","Wehrtmann, I. S. & Lardies, M. A.","1999",2,"Arthropoda","Malacostraca","Decapoda","Pandalidae","Austropandalus",NA,0.42,0.447692023527421,"Single"
288,719,"Y","Lepidochelys_kempii","Lepidochelys_kempii","",2,0.0226,NA,NA,NA,NA,"r2","+","",NA,69,"Length","Number","Clutch","it","Egg","Wild","","Witzell, W. N., Salgado-Quintero, A. & Garduno-Dionte, M.","2005",2,"Chordata","Reptilia","Testudines","Cheloniidae","Lepidochelys",NA,0.150332963783729,0.151481081266382,"Single"
289,720,"N","Isoperla_aizuana","Isoperla_aizuana","",2,0.475,NA,NA,NA,NA,"r2","+","",NA,12,"Width","Number","Clutch","it","Egg","Captive","","Yoshimura, M.","2003",2,"Arthropoda","Insecta","Plecoptera","Perlodidae","Isoperla",NA,0.598609499868932,0.690977349274179,"Single"
289,721,"N","Stavsolus_japonicus","Stavsolus_japonicus","",2,0.4904,NA,NA,NA,NA,"r2","+","",NA,9,"Width","Number","Clutch","it","Egg","Captive","","Yoshimura, M.","2003",2,"Arthropoda","Insecta","Plecoptera","Perlodidae","Stavsolus",NA,0.56615663321499,0.641848164913108,"Single"
289,722,"N","Sweltsa_sp","Sweltsa_sp","",2,0.3741,NA,NA,NA,NA,"r2","+","",NA,24,"Width","Number","Clutch","it","Egg","Captive","","Yoshimura, M.","2003",2,"Arthropoda","Insecta","Plecoptera","Chloroperlidae","Sweltsa",NA,0.560794504422499,0.633991432742994,"Single"
290,723,"Y","Lophodytes_cucullatus","Lophodytes_cucullatus","",NA,0.64,NA,NA,NA,NA,"r","+","",NA,58,"Mass","Number","Clutch","it","Egg","Wild","","Zicus, M. C.","1997",2,"Chordata","Aves","Anseriformes","Anatidae","Lophodytes",NA,0.64,0.758173744684044,"Single"
291,724,"Y","Emys_orbicularis","Emys_orbicularis","",NA,0.127,NA,NA,NA,NA,"r","+","",NA,72,"Mass","Number","Clutch","it","Egg","Wild","","Zuffi, M. A. L., Celani, A., Foschi, E. & Tripepi, S.","2007",2,"Chordata","Reptilia","Testudines","Emydidae","Emys",NA,0.127,0.127689479100087,"Single"
292,725,"Y","Caretta_caretta","Caretta_caretta","",NA,0.119,NA,NA,NA,NA,"r","+","",NA,9,"Length","Number","Clutch","it","Egg","Wild","Greece","Tiwari, M. & Bjorndal, K.","2000",2,"Chordata","Reptilia","Testudines","Cheloniidae","Caretta",NA,0.119,0.119566541187873,"Single"
292,726,"Y","Caretta_caretta","Caretta_caretta","",NA,0.632,NA,NA,NA,NA,"r","+","",NA,47,"Length","Number","Clutch","it","Egg","Wild","Florida","Tiwari, M. & Bjorndal, K.","2000",2,"Chordata","Reptilia","Testudines","Cheloniidae","Caretta",NA,0.632,0.744739298677561,"Single"
292,727,"Y","Caretta_caretta","Caretta_caretta","",NA,0.432,NA,NA,NA,NA,"r","+","",NA,27,"Length","Number","Clutch","it","Egg","Wild","Brazil","Tiwari, M. & Bjorndal, K.","2000",2,"Chordata","Reptilia","Testudines","Cheloniidae","Caretta",NA,0.432,0.46235296439972,"Single"
294,728,"Y","Tachycineta_bicolor","Tachycineta_bicolor","",10,0.383,0.23,NA,NA,NA,"r2","+","",NA,52,"Length","Number","Clutch","it","Egg","Wild","","Winkler, W. & Allen, P.","1996",2,"Chordata","Aves","Passeriformes","Hirundinidae","Tachycineta",NA,0.482195183636203,0.525840565588637,"Single"
296,729,"Y","Tachycineta_bicolor","Tachycineta_bicolor","",NA,-0.506,NA,NA,NA,NA,"r","-","",NA,42,"Mass","Number","","it","Offspring","Wild","","Murphy, M., Armbrecth, B., Vlamis, E. & Pierce, A.","2000",2,"Chordata","Aves","Passeriformes","Hirundinidae","Tachycineta",NA,-0.506,-0.557338445585958,"Single"
301,730,"N","Enallagma_cyathigerum","Enallagma_cyathigerum","",NA,0.463,NA,NA,NA,NA,"r","+","",NA,39,"Length","Number","Clutch","it","Egg","Wild","","Bots, J., Van Dongen, A., Adriaens, T., Dumont, H., Stocks, R. & Van Gossum, H.","2009",2,"Arthropoda","Insecta","Odonata","Coenagrionidae","Enallagma",NA,0.463,0.50112315325563,"Single"
302,731,"N","Wyeomyia_smithii","Wyeomyia_smithii","",NA,0.867,NA,NA,NA,NA,"r","+","",NA,40,"Mass","Number","Liftime","it","Egg","Captive","","Bradshaw, W. & Holzapfel, C.","1992",2,"Arthropoda","Insecta","Diptera","Culicidae","Wyeomyia",NA,0.867,1.32086950765998,"Single"
303,732,"N","Asobara_tabida","Asobara_tabida","",NA,3.44,NA,1,70,NA,"F","+","",NA,75,"Length","Number","Liftime","it","Egg","Captive","","Ellers, J., Driessen, G. & Sevenster, J.","2000",2,"Arthropoda","Insecta","Hymenoptera","Braconidae","Asobara",NA,0.216427721435274,0.21990521842916,"Single"
305,733,"Y","Teira_dugesii","Teira_dugesii","",2,0.29,0.08,NA,NA,NA,"r2","+","",NA,25,"Length","Number","Clutch","it","Egg","Wild","","Galan, P. & Vicente, L.","2003",2,"Chordata","Reptilia","Squamata","Lacertidae","Teira",NA,0.47482054026184,0.516275780749159,"Single"
307,734,"Y","Testudo_hermanni","Testudo_hermanni","",NA,-0.448,NA,NA,NA,NA,"r","-","",NA,13,"Mass","Number","Clutch","it","Egg","Wild","","Longpierre, S., Grenot, C. & Hailey, A.","2003",2,"Chordata","Reptilia","Testudines","Testudinidae","Testudo",NA,-0.448,-0.482195263334283,"Single"
308,735,"N","Epidalea_calamita","Epidalea_calamita","",2,0.502,0.257,NA,NA,NA,"r2","+","",NA,229,"Length","Number","Clutch","it","Egg","Wild","","Marangoni, F., Tejedo, M. & Gomez-Mestre, I.","2008",2,"Chordata","Amphibia","Anura","Bufonidae","Epidalea",NA,0.705402665400395,0.877973536380278,"Single"
308,736,"N","Pelobates_cultripes","Pelobates_cultripes","",2,0.233,1.626,NA,NA,NA,"r2","+","",NA,73,"Length","Number","Clutch","it","Egg","Wild","","Marangoni, F., Tejedo, M. & Gomez-Mestre, I.","2008",2,"Chordata","Amphibia","Anura","Pelobatidae","Pelobates",NA,0.459440653714617,0.496602048743362,"Single"
309,737,"Y","Mauremys_leprosa","Mauremys_leprosa","",NA,0.71,NA,NA,NA,NA,"r","+","",NA,28,"Length","Number","Clutch","it","Egg","Wild","","Naimi, M., Znari, M., Lovich, J., Feddadi, Y. & Baamrane, M.","2012",2,"Chordata","Reptilia","Testudines","Geoemydidae","Mauremys",NA,0.71,0.887183863258093,"Single"
310,738,"N","Hyla_nana","Hyla_nana","",2,0.59,4.8,NA,NA,NA,"r2","+","",NA,12,"Length","Number","Clutch","?","Egg","Wild","","Prado, C. & Haddad, C.","2005",2,"Chordata","Amphibia","Anura","Hylidae","Hyla",NA,0.706320670013903,0.8798031093274,"Single"
310,739,"N","Hyla_raniceps","Hyla_raniceps","",2,0.25,1.9,NA,NA,NA,"r2","+","",NA,23,"Length","Number","Clutch","?","Egg","Wild","","Prado, C. & Haddad, C.","2005",2,"Chordata","Amphibia","Anura","Hylidae","Hyla",NA,0.418330013267038,0.445666078855916,"Single"
310,740,"N","Leptodactylus_chaquensis","Leptodactylus_chaquensis","",2,0.3,2.5,NA,NA,NA,"r2","+","",NA,26,"Length","Number","Clutch","it","Egg","Wild","","Prado, C. & Haddad, C.","2005",2,"Chordata","Amphibia","Anura","Leptodactylidae","Leptodactylus",NA,0.489009646921826,0.534757899973086,"Single"
310,741,"N","Leptodactylus_podicipinus","Leptodactylus_podicipinus","",2,0.65,4.6,NA,NA,NA,"r2","+","",NA,9,"Length","Number","Clutch","it","Egg","Wild","","Prado, C. & Haddad, C.","2005",2,"Chordata","Amphibia","Anura","Leptodactylidae","Leptodactylus",NA,0.730296743340222,0.929362947766225,"Single"
310,742,"N","Lysapus_limellus","Lysapus_limellus","",2,0.25,3.5,NA,NA,NA,"r2","+","",NA,19,"Length","Number","Clutch","it","Egg","Wild","","Prado, C. & Haddad, C.","2005",2,"Chordata","Amphibia","Anura","Leptodactylidae","Lysapus",NA,0.395284707521047,0.418048004260146,"Single"
310,743,"N","Physalaemus_albonotatus","Physalaemus_albonotatus","",2,0.42,0.82,NA,NA,NA,"r2","+","",NA,12,"Mass","Number","Clutch","it","Egg","Wild","","Prado, C. & Haddad, C.","2005",2,"Chordata","Amphibia","Anura","Leptodactylidae","Physalaemus",NA,0.539547135207955,0.603516545122029,"Single"
310,744,"N","Scinax_acuminatus","Scinax_acuminatus","",2,0.51,1.8,NA,NA,NA,"r2","+","",NA,9,"Mass","Number","Clutch","it","Egg","Wild","","Prado, C. & Haddad, C.","2005",2,"Chordata","Amphibia","Anura","Hylidae","Scinax",NA,0.58878405775519,0.67580288782927,"Single"
311,745,"Y","Iberolacerta_monticola","Iberolacerta_monticola","",NA,0.61,NA,NA,NA,NA,"r","+","",NA,54,"Length","Number","Clutch","it","Egg","Captive","Iberolacerta_monticola_cantabrica","Rua, M. & P., Galan","2002",2,"Chordata","Reptilia","Squamata","Lacertidae","Iberolacerta",NA,0.61,0.708921359427408,"Single"
312,746,"Y","Podocnemis_unifilis","Podocnemis_unifilis","",NA,0.727,NA,NA,NA,NA,"r","+","",NA,11,"Length","Number","Clutch","it","Egg","Wild","","Pignati, M. & Pezzuti, C.","2012",2,"Chordata","Reptilia","Testudines","Podocnemididae","Podocnemis",NA,0.727,0.922334641480859,"Single"
313,747,"Y","Crotalus_atrox","Crotalus_atrox","",NA,0.389,NA,NA,NA,NA,"r","+","",NA,28,"Length","Number","Clutch","it","Egg","Wild","","Rosen, P. & Goldberg, S.","2002",2,"Chordata","Reptilia","Squamata","Viperidae","Crotalus",NA,0.389,0.410621191791374,"Single"
314,748,"N","Clubiona_robusta","Clubiona_robusta","",NA,0.81,NA,NA,NA,NA,"r","+","",NA,24,"Length","Number","Clutch","it","Egg","Wild","","Austin, A.","1984",2,"Arthropoda","Arachnida","Araneae","Clubionidae","Clubiona",NA,0.81,1.12702902604969,"Single"
315,749,"N","Physalaemus_gracilis","Physalaemus_gracilis","",NA,0.6,NA,NA,NA,NA,"r","+","",NA,64,"Length","Number","Clutch","it","Egg","Wild","","Camargo, A., Naya, D., Canavero, A., Rosa, I. & Maneyro, R.","2005",2,"Chordata","Amphibia","Anura","Leptodactylidae","Physalaemus",NA,0.6,0.693147180559945,"Single"
316,750,"N","Physalaemus_fuscomaculatus","Physalaemus_fuscomaculatus","",NA,0.48,NA,NA,NA,NA,"r","+","",NA,9,"Length","Number","Clutch","it","Egg","Wild","","Giaretta, A. & Menin, M.","2004",2,"Chordata","Amphibia","Anura","Leptodactylidae","Physalaemus",NA,0.48,0.522984277591344,"Single"
317,751,"N","Physalaemus_henselii","Physalaemus_henselii","",2,0.49,NA,NA,NA,NA,"r2","+","",NA,63,"Length","Number","Clutch","it","Egg","Wild","","Maneyro, R., Nunez, D., Borteiro, C., Tedros, M & Kolenc, F.","2008",2,"Chordata","Amphibia","Anura","Leptodactylidae","Physalaemus",NA,0.687749954561976,0.843673619237982,"Single"
318,752,"Y","Sceloporus_undulatus","Sceloporus_undulatus","",NA,0.43,NA,NA,NA,NA,"r","+","",NA,194,"Length","Number","Clutch","it","Egg","Wild","","Tinkle, D. & Ballinger, R.","1972",2,"Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,0.43,0.459896681212679,"Single"
319,753,"Y","Sceloporus_undulatus","Sceloporus_undulatus","",NA,0.38,NA,NA,NA,NA,"r","+","",NA,43,"Length","Number","Clutch","it","Egg","Wild","","Tinkle, D.","1972",2,"Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,0.38,0.400059650056057,"Single"
320,754,"Y","Urosaurus_ornatus","Urosaurus_ornatus","",2,0.13,1.4663,NA,NA,NA,"r2","+","",NA,104,"Length","Number","Clutch","it","Egg","Wild","","Tinkle, D. W. & Dunham, A. E.","1983",2,"Chordata","Reptilia","Squamata","Phrynosomatidae","Urosaurus",NA,0.335815838262168,0.349369017973291,"Single"
321,755,"Y","Sceloporus_virgatus","Sceloporus_virgatus","",NA,0.756,NA,NA,NA,NA,"r","+","",NA,131,"Length","Number","Clutch","it","Egg","Wild","","Vinegar, M","1975",2,"Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,0.756,0.98681277445093,"Single"
322,756,"Y","Sceloporus_undulatus","Sceloporus_undulatus","",NA,0.464,NA,NA,NA,NA,"r","+","",NA,39,"Length","Number","Clutch","it","Egg","Wild","Sceloporus_undulatus_consobrinus","Vinegar, M","1975",2,"Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,0.464,0.502396766725227,"Single"
322,757,"Y","Sceloporus_undulatus","Sceloporus_undulatus","",NA,0.72,NA,NA,NA,NA,"r","+","",NA,69,"Length","Number","Clutch","it","Egg","Wild","Sceloporus_undulatus_tristichus","Vinegar, M","1975",2,"Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,0.72,0.907644983319124,"Single"
323,758,"N","Bufo_viridis","Bufo_viridis","",NA,0.616,NA,NA,NA,NA,"r","+","",NA,63,"Length","Number","Clutch","it","Egg","Wild","","Baskale, E., Sayim, F., Yildirim, S., Atatur, M. & Kaya, U.","2011",2,"Chordata","Amphibia","Anura","Bufonidae","Bufo",NA,0.616,0.718533343246657,"Single"
324,759,"Y","Podarcis_melisellensis","Podarcis_melisellensis","",NA,0.81,NA,NA,NA,NA,"r","+","",NA,6,"Length","Number","Clutch","it","Egg","Wild","","Bejakovic, D., Kalezic, M. Aleksic, I., Dzukic, G. & Crnobrnja-Isalovic, J.","1995",2,"Chordata","Reptilia","Squamata","Lacertidae","Podarcis",NA,0.81,1.12702902604969,"Single"
324,760,"Y","Podarcis_melisellensis","Podarcis_melisellensis","",NA,0.099,NA,NA,NA,NA,"r","+","",NA,38,"Length","Number","Clutch","it","Egg","Captive","","Bejakovic, D., Kalezic, M. Aleksic, I., Dzukic, G. & Crnobrnja-Isalovic, J.","1995",2,"Chordata","Reptilia","Squamata","Lacertidae","Podarcis",NA,0.099,0.0993253483976417,"Single"
325,761,"Y","Caiman_crocodilus","Caiman_crocodilus","",2,0.38,0.981,NA,NA,NA,"r2","+","",NA,153,"Mass","Number","Clutch","it","Egg","Wild","Caiman_crocodilus_yacare. 2 Populations pooled.","Campos, Z., Magnusson, W., Sanaiotti, T. & Coutinho, M.","2008",2,"Chordata","Reptilia","Crocodilia","Alligatoridae","Caiman",NA,0.609699379475929,0.708442727835954,"Single"
326,762,"Y","Chamaeleo_chamaeleon","Chamaeleo_chamaeleon","",NA,0.686,NA,NA,NA,NA,"r","+","",NA,41,"Length","Number","Clutch","it","Egg","Wild","","Diaz_Paniagua, C., Cuadrado, M., Blazquez, C. & Mateo, J.","2002",2,"Chordata","Reptilia","Squamata","Chamaeleonidae","Chamaeleo",NA,0.686,0.840360576326774,"Single"
327,763,"Y","Agama_impalearis","Agama_impalearis","",NA,0.61,NA,NA,NA,NA,"r","+","",NA,77,"Length","Number","Clutch","it","Egg","Captive","","Mouden, E., Znari, M. & Pieau, C.","2001",2,"Chordata","Reptilia","Squamata","Agamidae","Agama",NA,0.61,0.708921359427408,"Single"
328,764,"Y","Ptyas_korros","Ptyas_korros","",2,0.49,NA,NA,NA,NA,"r2","+","",NA,19,"Length","Number","Clutch","it","Egg","Captive","","Ji, X. & Sun, P.","2000",2,"Chordata","Reptilia","Squamata","Colubridae","Ptyas",NA,0.65287824286003,0.78029891664778,"Single"
329,765,"Y","Sceloporus_ochoterenae","Sceloporus_ochoterenae","",NA,0.356,NA,NA,NA,NA,"r","+","",NA,32,"Length","Number","Clutch","it","Egg","Wild","","Bustos-Zagal, M., Cruz, F., Castro-Franco, R. & Cruz, M.","2011",2,"Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,0.356,0.372297871197994,"Single"
330,766,"Y","Podarcis_milensis","Podarcis_milensis","",NA,0.09,NA,NA,NA,NA,"r","+","",NA,126,"Length","Number","Clutch","it","Egg","Wild","","Adamopoulou, C. & Valakos, E.","2000",2,"Chordata","Reptilia","Squamata","Lacertidae","Podarcis",NA,0.09,0.0902441878561468,"Single"
331,767,"Y","Lacerta_agilis","Lacerta_agilis","",NA,0.75,NA,NA,NA,NA,"r","+","",NA,37,"Length","Number","Clutch","it","Egg","Wild","","Amat, F., Llorente, G. & Carretero, M.","2000",2,"Chordata","Reptilia","Squamata","Lacertidae","Lacerta",NA,0.75,0.972955074527657,"Single"
332,769,"Y","Iberolacerta_aranica","Iberolacerta_aranica","",NA,0.64,NA,NA,NA,NA,"r","+","",NA,40,"Length","Number","Clutch","it","Egg","Captive","","Arribas, O. & Galan, P.","2005",2,"Chordata","Reptilia","Squamata","Lacertidae","Iberolacerta",NA,0.64,0.758173744684044,"Single"
332,770,"Y","Iberolacerta_aurelioi","Iberolacerta_aurelioi","",NA,0.52,NA,NA,NA,NA,"r","+","",NA,23,"Length","Number","Clutch","it","Egg","Captive","","Arribas, O. & Galan, P.","2005",2,"Chordata","Reptilia","Squamata","Lacertidae","Iberolacerta",NA,0.52,0.576339754969193,"Single"
332,768,"Y","Iberolacerta_bonnali","Iberolacerta_bonnali","",NA,0.5,NA,NA,NA,NA,"r","+","",NA,25,"Length","Number","Clutch","it","Egg","Captive","","Arribas, O. & Galan, P.","2005",2,"Chordata","Reptilia","Squamata","Lacertidae","Iberolacerta",NA,0.5,0.549306144334055,"Single"
