Author,Year,Title,DOI,DTIC.link,SA.measure.type,Sample.size,Sample.size.stats,es.z,vi.z,SampleID,Outcome,Comments
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,-0.18620513,0.058823529,Rogers2011,634,C1P2
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.240363981,0.058823529,Rogers2011,635,C1P2
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.313182905,0.058823529,Rogers2011,636,C1P2
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.270586228,0.058823529,Rogers2011,637,C2P1
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.476575299,0.058823529,Rogers2011,638,C2P1
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.138981345,0.058823529,Rogers2011,639,C2P1
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,-0.213318839,0.058823529,Rogers2011,640,C2P1
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,-0.05077592,0.058823529,Rogers2011,641,C2P1
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,-0.24506721,0.058823529,Rogers2011,642,C2P1
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,-0.017318234,0.058823529,Rogers2011,643,C2P1
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.00878459,0.058823529,Rogers2011,644,C2P1
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.095569142,0.058823529,Rogers2011,645,C2P2
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.104090504,0.058823529,Rogers2011,646,C2P2
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.041267653,0.058823529,Rogers2011,647,C2P2
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.018614911,0.058823529,Rogers2011,648,C2P2
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.079912501,0.058823529,Rogers2011,649,C2P2
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.233632612,0.058823529,Rogers2011,650,C2P2
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,-0.023252576,0.058823529,Rogers2011,651,C2P2
Rogers,2011,The effects of visual and cognitive distraction on driver situation awareness,10/d6wmjb,NA,General Know.,20,20,0.310346463,0.058823529,Rogers2011,652,C2P2
Rose ,2013,An evaluation of the low-event task subjective situation awareness (LETSSA) technique,NA,NA ,SAGAT,23,23,0.21631183,0.05,Rose2013,653,"Coded SAGAT as freeze probe using description of methods (3.1.4) in 2018 paper. Different sample than 2018 paper which uses train engineers, the 2013 one has volunteer (probably students)
ISBN for book with published conference proceedings: 978-1-4398-7124-9; 978-1-4398-7123-2
Diff scores
Good catch, fixed"
Rose ,2013,An evaluation of the low-event task subjective situation awareness (LETSSA) technique,NA,NA ,SAGAT,23,23,0.019002287,0.05,Rose2013,654,NA
Rose ,2013,An evaluation of the low-event task subjective situation awareness (LETSSA) technique,NA,NA ,Other,23,23,-0.221555354,0.05,Rose2013,655,"Might have to label LETSSA as ""other"" for convergence"
Rose ,2013,An evaluation of the low-event task subjective situation awareness (LETSSA) technique,NA,NA ,Other,23,23,0.307323247,0.05,Rose2013,656,NA
Rose ,2018,The Low-Event Task Subjective Situation Awareness (LETSSA) technique: Development and evaluation of a new subjective measure of situation awareness,10/ggqhkw,NA ,Other,49,49,0.887183863,0.02173913,Rose2018,657,"No p-value reported, taking the effect size as reported. Can't check for model overfitting"
Saus,2012,Who benefits from simulator training: Personality and heart rate variability in relation to situation awareness during navigation training,10/gf36g7,NA ,SARS,36,36,0.435611223,0.03030303,Saus2012,658,"I think the df in the correlation is accidently reported as the sample size. Sample size is N =36 and df is reported as 36 (it should be 34)
LM: This is pretty confusing, because the captions on a lot of the tables say N = 34. I'm wondering if they had 2 subjects not fill out their personality inventory? Anyway, I agree that N = 36 is the best guess for these correlations."
Saus,2012,Who benefits from simulator training: Personality and heart rate variability in relation to situation awareness during navigation training,10/gf36g7,NA ,SARS,36,36,0.005601508,0.03030303,Saus2012,659,"I didn't include perceived learning outcome as perf, don't think it is perf. Agree"
Schuster,2012,Individual differences in SA measurement and performance in human-robot teaming,10/ggqrzs,NA ,SPAM,53,53,0.047034654,0.02,Schuster2012,660,"Another paper uses the same data but with stepwise multiple regressions: Comparison of SA Measurement Techniques in a Human-Robot Team Task (2012), also HFES conference proceedings"
Schuster,2012,Individual differences in SA measurement and performance in human-robot teaming,10/ggqrzs,NA ,SART,53,53,0.458670484,0.02,Schuster2012,661,"Can't include models because they used predicted SA values (based on measurement technique, map order, and info order plus covariates) in regression with performance, among many other things
Only mission 3 is reported in Table 1. The other paper reported results with missions 2 and 3 using stepwise regressions. Iffy if there should be 2 x generic ns for mission 2. Leaving out for now.
LM: I say leave out the generic n.s. Based on the info in THIS paper, we don't have evidence to include them. 
Jon: Agreed"
Taylor,1995,MEASUREMENT OF SITUATIONAL AWARENESS AND PERFORMANCE - A UNITARY SART INDEX PREDICTS PERFORMANCE ON A SIMULATED ATC TASK,NA,NA ,SART,12,12,0.663970959,0.111111111,Taylor1995,662,"Table 1, p. 7 (p. 278 in the proceedings book)"
Taylor,1995,MEASUREMENT OF SITUATIONAL AWARENESS AND PERFORMANCE - A UNITARY SART INDEX PREDICTS PERFORMANCE ON A SIMULATED ATC TASK,NA,NA ,SART,12,12,0.758173745,0.111111111,Taylor1995,663,NA
Taylor,1995,MEASUREMENT OF SITUATIONAL AWARENESS AND PERFORMANCE - A UNITARY SART INDEX PREDICTS PERFORMANCE ON A SIMULATED ATC TASK,NA,NA ,SART,12,12,0.584598945,0.111111111,Taylor1995,664,NA
Taylor,1995,MEASUREMENT OF SITUATIONAL AWARENESS AND PERFORMANCE - A UNITARY SART INDEX PREDICTS PERFORMANCE ON A SIMULATED ATC TASK,NA,NA ,SART,12,12,0.360892579,0.111111111,Taylor1995,665,Good perf: Low conflicts --> flip sign
Taylor,1995,MEASUREMENT OF SITUATIONAL AWARENESS AND PERFORMANCE - A UNITARY SART INDEX PREDICTS PERFORMANCE ON A SIMULATED ATC TASK,NA,NA ,SART,12,12,0.50750636,0.111111111,Taylor1995,666,""""""
Taylor,1995,MEASUREMENT OF SITUATIONAL AWARENESS AND PERFORMANCE - A UNITARY SART INDEX PREDICTS PERFORMANCE ON A SIMULATED ATC TASK,NA,NA ,SART,12,12,0.615518437,0.111111111,Taylor1995,667,""""""
Visser,2019,Individual differences in higher-level cognitive abilities do not predict overconfidence in complex task performance,10/ggqhk9,NA ,SPAM,180,180,0.213171347,0.005649718,Visser2019,668,"Good SA = low SPAM RT, Good performance = high conflict detection: Reverse coded"
Visser,2019,Individual differences in higher-level cognitive abilities do not predict overconfidence in complex task performance,10/ggqhk9,NA ,SPAM,180,180,0.418896043,0.005649718,Visser2019,669,"Good SA = low SPAM RT, good performance = high accuracy handoffs: Reverse coded"
Visser,2019,Individual differences in higher-level cognitive abilities do not predict overconfidence in complex task performance,10/ggqhk9,NA ,SART,180,180,0.115511019,0.005649718,Visser2019,670,SART was only reverse coded for the overconfidence measure? 
Visser,2019,Individual differences in higher-level cognitive abilities do not predict overconfidence in complex task performance,10/ggqhk9,NA,SART,180,180,0.106399703,0.005649718,Visser2019,671,"This is incredibly confusing, but I think the two ATC measures are latencies too. 
Yep, you're right. Both ATC perf measures are RT. Low RT = good perf
"
Wijayanto,2016,Effects of morning-night differences and sleep deprivation on situation awareness and driving performance,10/ggqr2f,NA,SAGAT,12,12,0.423686091,0.111111111,Wijayanto2016,672,"""No correlations between SA in any levels and 
risky  driving  behavior  was  observed  from  correlation 
analysis (P>0.05)."" (p. 4) "
Wijayanto,2016,Effects of morning-night differences and sleep deprivation on situation awareness and driving performance,10/ggqr2f,NA,SAGAT,12,12,0.168368058,0.111111111,Wijayanto2016,673,NA
Wijayanto,2016,Effects of morning-night differences and sleep deprivation on situation awareness and driving performance,10/ggqr2f,NA,SAGAT,12,12,0.507782688,0.111111111,Wijayanto2016,674,NA
Wojtusch,2019,Evaluation of Human Factors for Assessing Human-Robot Interaction in Delayed Teleoperation,NA,NA,SART,28,28,-0.202732554,0.04,Wojtusch2019,675,"SART scoring: SA = Understanding - (Demand - Supply). 
Link: https://ext.eurocontrol.int/ehp/?q=node/1608
Perm link: https://web.archive.org/web/20181108071327/https://ext.eurocontrol.int/ehp/?q=node/1608
Low (attentional) demand is good SA. High demand is bad SA
KM - To me this looks like the number is right but the labels are wrong. Pulling from Figure 3, where 
UW4 = performance, the correlations should be SA 1 ~ UW4 = 0.2, SA2 ~ UW4 = 0.12, and SA3 ~ UW4 = 0.46. 
Only the correlation between SA3 and UW4 is significant.
Jon: Yep, you're right. Good catch"
Wojtusch,2019,Evaluation of Human Factors for Assessing Human-Robot Interaction in Delayed Teleoperation,NA,NA,SART,28,28,0.120581028,0.04,Wojtusch2019,676,High (attentional) supply is good SA
Wojtusch,2019,Evaluation of Human Factors for Assessing Human-Robot Interaction in Delayed Teleoperation,NA,NA,SART,28,28,0.497311288,0.04,Wojtusch2019,677,High understanding is good SA
Cha,2019,Use of non-technical skills can predict medical student performance in acute care simulated scenarios,10/ggqr3j,NA,General Know.,41,41,0.646042831,0.026315789,Cha2019,678,"Added from citation tracing.
Thought the authors refer to clinical performance as team performance, it's not actually a team. It's a participant 
and a nurse confederate. So clinical performance is for the participant, the individual, which includes communication with the confederate. So the
participant's performance is more or less independent of the confederate. Real-time probe is closest assessment method, it appears to be observer rated SA (in real-time)"
