"study.id"	"effect.size.id"	"species"	"species.id"	"subphylum"	"phylum"	"assortment.trait"	"trait.dimensions"	"field.collection"	"publication.year"	"pooled.data"	"spatially.pooled.data"	"temporally.pooled.data"	"ri"	"ni"
"Ellis et al. 2007"	476	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"body height"	"uni"	"yes"	2007	"yes"	"yes"	"no"	0.42	767
"Elmberg 1991"	477	"Rana temporaria"	"Rana_temporaria_temporaria_ott979590"	"Amphibia"	"Chordata"	"snout-ischium length"	"uni"	"no"	1991	"no"	"no"	"no"	0.143	10
"Elmberg 1991"	478	"Rana temporaria"	"Rana_temporaria_temporaria_ott979590"	"Amphibia"	"Chordata"	"snout-ischium length"	"uni"	"no"	1991	"no"	"no"	"no"	0.336	10
"Elmberg 1991"	479	"Rana temporaria"	"Rana_temporaria_temporaria_ott979590"	"Amphibia"	"Chordata"	"snout-ischium length"	"uni"	"no"	1991	"no"	"no"	"no"	-0.123	10
"Elmberg 1991"	480	"Rana temporaria"	"Rana_temporaria_temporaria_ott979590"	"Amphibia"	"Chordata"	"snout-ischium length"	"uni"	"no"	1991	"no"	"no"	"no"	0.072	7
"Elmberg 1991"	481	"Rana temporaria"	"Rana_temporaria_temporaria_ott979590"	"Amphibia"	"Chordata"	"snout-ischium length"	"uni"	"no"	1991	"no"	"no"	"no"	-0.432	7
"Elmberg 1991"	482	"Rana temporaria"	"Rana_temporaria_temporaria_ott979590"	"Amphibia"	"Chordata"	"snout-ischium length"	"uni"	"no"	1991	"no"	"no"	"no"	-0.3	5
"Elmberg 1991"	483	"Rana temporaria"	"Rana_temporaria_temporaria_ott979590"	"Amphibia"	"Chordata"	"snout-ischium length"	"uni"	"no"	1991	"no"	"no"	"no"	-0.003	10
"Elmberg 1991"	484	"Rana temporaria"	"Rana_temporaria_temporaria_ott979590"	"Amphibia"	"Chordata"	"snout-ischium length"	"uni"	"no"	1991	"no"	"no"	"no"	0.123	10
"Elmberg 1991"	485	"Rana temporaria"	"Rana_temporaria_temporaria_ott979590"	"Amphibia"	"Chordata"	"snout-ischium length"	"uni"	"no"	1991	"no"	"no"	"no"	-0.404	8
"Elmberg 1991"	486	"Rana temporaria"	"Rana_temporaria_temporaria_ott979590"	"Amphibia"	"Chordata"	"snout-ischium length"	"uni"	"no"	1991	"no"	"no"	"no"	-0.427	7
"Elmberg 1991"	487	"Rana temporaria"	"Rana_temporaria_temporaria_ott979590"	"Amphibia"	"Chordata"	"snout-ischium length"	"uni"	"no"	1991	"no"	"no"	"no"	0.838	6
"Elmberg 1991"	488	"Rana temporaria"	"Rana_temporaria_temporaria_ott979590"	"Amphibia"	"Chordata"	"snout-ischium length"	"uni"	"no"	1991	"no"	"no"	"no"	-0.235	6
"Elmberg 1991"	489	"Rana temporaria"	"Rana_temporaria_temporaria_ott979590"	"Amphibia"	"Chordata"	"snout-ischium length"	"uni"	"no"	1991	"no"	"no"	"no"	-0.385	8
"Elmberg 1991"	490	"Rana temporaria"	"Rana_temporaria_temporaria_ott979590"	"Amphibia"	"Chordata"	"snout-ischium length"	"uni"	"no"	1991	"no"	"no"	"no"	-0.172	10
"Elmberg 1991"	491	"Rana temporaria"	"Rana_temporaria_temporaria_ott979590"	"Amphibia"	"Chordata"	"snout-ischium length"	"uni"	"no"	1991	"no"	"no"	"no"	0.075	7
"Elmberg 1991"	492	"Rana temporaria"	"Rana_temporaria_temporaria_ott979590"	"Amphibia"	"Chordata"	"snout-ischium length"	"uni"	"no"	1991	"no"	"no"	"no"	0.377	6
"Enders 1995"	493	"Onymacris bicolor"	"Onymacris_bicolor_ott4618928"	"Insecta"	"Arthropoda"	"body length"	"uni"	"yes"	1995	"no"	"no"	"no"	0.2	99
"Enders 1995"	494	"Onymacris bicolor"	"Onymacris_bicolor_ott4618928"	"Insecta"	"Arthropoda"	"body length"	"uni"	"yes"	1995	"no"	"no"	"no"	0.04	48
"Enders 1995"	495	"Onymacris bicolor"	"Onymacris_bicolor_ott4618928"	"Insecta"	"Arthropoda"	"body length"	"uni"	"yes"	1995	"no"	"no"	"no"	0.42	26
"Fairbairn 1988"	496	"Aquarius remigis"	"Aquarius_remigis_ott436657"	"Insecta"	"Arthropoda"	"body length"	"uni"	"no"	1988	"no"	"no"	"no"	0.214	100
"Fairbairn 1988"	497	"Aquarius remigis"	"Aquarius_remigis_ott436657"	"Insecta"	"Arthropoda"	"body length"	"uni"	"no"	1988	"no"	"no"	"no"	0.15	46
"Fairbairn 1988"	498	"Gerris comatus"	"Gerris_comatus_ott859177"	"Insecta"	"Arthropoda"	"body length"	"uni"	"no"	1988	"no"	"no"	"no"	0.262	16
"Fairbairn 1988"	499	"Gerris comatus"	"Gerris_comatus_ott859177"	"Insecta"	"Arthropoda"	"body length"	"uni"	"no"	1988	"no"	"no"	"no"	0.007	11
"Fairbairn 1988"	500	"Gerris comatus"	"Gerris_comatus_ott859177"	"Insecta"	"Arthropoda"	"body length"	"uni"	"no"	1988	"no"	"no"	"no"	0.47	20
"Fairbairn 1988"	501	"Gerris buenoi"	"Gerris_buenoi_ott706417"	"Insecta"	"Arthropoda"	"body length"	"uni"	"no"	1988	"no"	"no"	"no"	-0.13	20
"Fairbairn 1988"	502	"Gerris comatus"	"Gerris_comatus_ott859177"	"Insecta"	"Arthropoda"	"body length"	"uni"	"no"	1988	"no"	"no"	"no"	-0.142	22
"Fairbairn 1988"	503	"Gerris buenoi"	"Gerris_buenoi_ott706417"	"Insecta"	"Arthropoda"	"body length"	"uni"	"no"	1988	"no"	"no"	"no"	0.17	18
"Fairbairn 1988"	504	"Gerris comatus"	"Gerris_comatus_ott859177"	"Insecta"	"Arthropoda"	"body length"	"uni"	"no"	1988	"no"	"no"	"no"	0.291	10
"Fairbairn 1988"	505	"Gerris buenoi"	"Gerris_buenoi_ott706417"	"Insecta"	"Arthropoda"	"body length"	"uni"	"no"	1988	"no"	"no"	"no"	0.035	36
"Fairbairn 1988"	506	"Gerris comatus"	"Gerris_comatus_ott859177"	"Insecta"	"Arthropoda"	"body length"	"uni"	"no"	1988	"no"	"no"	"no"	0.332	12
"Fan et al. 2013"	507	"Bufo gargarizans"	"Bufo_gargarizans_miyakonis_ott857965"	"Amphibia"	"Chordata"	"snout-vent length"	"uni"	"yes"	2013	"yes"	"yes"	"yes"	0.22	63
"Fan et al. 2013"	508	"Duttaphrynus melanostictus"	"Duttaphrynus_melanostictus_ott962265"	"Amphibia"	"Chordata"	"snout-vent length"	"uni"	"yes"	2013	"yes"	"yes"	"yes"	0.165	135
"Fauchier and Thomas 2001"	509	"Gammarus insensibilis"	"Gammarus_insensibilis_ott2982554"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"yes"	2001	"no"	"no"	"no"	0.06	33
"Fauchier and Thomas 2001"	510	"Gammarus insensibilis"	"Gammarus_insensibilis_ott2982554"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"yes"	2001	"no"	"no"	"no"	0.02	100
"Fauchier and Thomas 2001"	511	"Gammarus insensibilis"	"Gammarus_insensibilis_ott2982554"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"yes"	2001	"no"	"no"	"no"	-0.089	52
"Fazhan et al. 2017"	512	"Scylla olivacea"	"Scylla_olivacea_ott1084538"	"Crustacea"	"Arthropoda"	"carapace width"	"uni"	"no"	2017	"no"	"no"	"no"	0.242	52
"Fazhan et al. 2017"	513	"Scylla paramamosain"	"Scylla_paramamosain_ott1084541"	"Crustacea"	"Arthropoda"	"carapace width"	"uni"	"no"	2017	"no"	"no"	"no"	0.286	53
"Fazhan et al. 2017"	514	"Scylla tranquebarica"	"Scylla_tranquebarica_ott1084544"	"Crustacea"	"Arthropoda"	"carapace width"	"uni"	"no"	2017	"no"	"no"	"no"	0.278	42
"Forbes et al. 1992"	515	"Artemia salina"	"Artemia_salina_ott558087"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"yes"	1992	"no"	"no"	"no"	0.74	16
"Forbes et al. 1992"	516	"Artemia salina"	"Artemia_salina_ott558087"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"yes"	1992	"no"	"no"	"no"	0.56	34
"Forbes et al. 1992"	517	"Artemia salina"	"Artemia_salina_ott558087"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"yes"	1992	"no"	"no"	"no"	0.42	12
"Forbes et al. 1992"	518	"Artemia salina"	"Artemia_salina_ott558087"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"yes"	1992	"no"	"no"	"no"	-0.11	48
"Forero et al. 2001"	519	"Spheniscus magellanicus"	"Spheniscus_magellanicus_ott429622"	"Aves"	"Chordata"	"bill depth"	"uni"	"yes"	2001	"yes"	"yes"	"no"	0.22	111
"Forero et al. 2001"	520	"Spheniscus magellanicus"	"Spheniscus_magellanicus_ott429622"	"Aves"	"Chordata"	"weight"	"uni"	"yes"	2001	"yes"	"yes"	"no"	0.18	100
"Forero et al. 2001"	521	"Spheniscus magellanicus"	"Spheniscus_magellanicus_ott429622"	"Aves"	"Chordata"	"flipper length"	"uni"	"yes"	2001	"yes"	"yes"	"no"	0.06	104
"Forero et al. 2001"	522	"Spheniscus magellanicus"	"Spheniscus_magellanicus_ott429622"	"Aves"	"Chordata"	"bill length"	"uni"	"yes"	2001	"yes"	"yes"	"no"	-0.11	111
"Forero et al. 2001"	523	"Spheniscus magellanicus"	"Spheniscus_magellanicus_ott429622"	"Aves"	"Chordata"	"weight"	"uni"	"yes"	2001	"yes"	"yes"	"no"	0.24	57
"Franceschi et al. 2010"	524	"Gammarus pulex"	"Gammarus_pulex_gallicus_ott1024016"	"Crustacea"	"Arthropoda"	"body height"	"uni"	"yes"	2010	"no"	"no"	"no"	0.32	62
"Franceschi et al. 2010"	525	"Gammarus pulex"	"Gammarus_pulex_gallicus_ott1024016"	"Crustacea"	"Arthropoda"	"body height"	"uni"	"yes"	2010	"no"	"no"	"no"	0.28	159
"French et al. 2015"	526	"Diabrotica virgifera virgifera"	"Diabrotica_virgifera_virgifera_ott670133"	"Insecta"	"Arthropoda"	"weight"	"uni"	"no"	2015	"no"	"no"	"no"	0.401	120
"Frey et al. 1998"	527	"Danaus plexippus"	"Danaus_plexippus_plexippus_ott532411"	"Insecta"	"Arthropoda"	"forewing length"	"uni"	"yes"	1998	"no"	"no"	"no"	0.34	78
"Frey et al. 1998"	528	"Danaus plexippus"	"Danaus_plexippus_plexippus_ott532411"	"Insecta"	"Arthropoda"	"forewing length"	"uni"	"yes"	1998	"no"	"no"	"no"	0.21	60
"Friedl and Klump 2005"	529	"Hyla arborea"	"Hyla_arborea_ott677266"	"Amphibia"	"Chordata"	"weight"	"uni"	"yes"	2005	"no"	"no"	"no"	0.027	19
"Friedl and Klump 2005"	530	"Hyla arborea"	"Hyla_arborea_ott677266"	"Amphibia"	"Chordata"	"snout-vent length"	"uni"	"yes"	2005	"no"	"no"	"no"	-0.362	22
"Friedl and Klump 2005"	531	"Hyla arborea"	"Hyla_arborea_ott677266"	"Amphibia"	"Chordata"	"weight"	"uni"	"yes"	2005	"no"	"no"	"no"	-0.173	25
"Friedl and Klump 2005"	532	"Hyla arborea"	"Hyla_arborea_ott677266"	"Amphibia"	"Chordata"	"snout-vent length"	"uni"	"yes"	2005	"no"	"no"	"no"	-0.254	30
"Furusho 1961"	533	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"body height"	"uni"	"yes"	1961	"yes"	"yes"	"yes"	0.072	533
"Gagliardi-Seeley and Itzkowitz 2006"	534	"Amatitlania nigrofasciata"	"Amatitlania_nigrofasciata_ott170115"	"Teleostei"	"Chordata"	"body length"	"uni"	"yes"	2006	"no"	"no"	"no"	0.772	47
"Galipaud et al. 2015"	535	"Gammarus pulex/Gammarus fossarum"	"Gammarus_fossarum_ott596815"	"Crustacea"	"Arthropoda"	"height of the fourth coxal plate"	"uni"	"yes"	2015	"no"	"no"	"no"	0.726	45
"Galipaud et al. 2015"	536	"Gammarus pulex/Gammarus fossarum"	"Gammarus_fossarum_ott596815"	"Crustacea"	"Arthropoda"	"height of the fourth coxal plate"	"uni"	"yes"	2015	"no"	"no"	"no"	0.705	40
"Galipaud et al. 2015"	537	"Gammarus pulex/Gammarus fossarum"	"Gammarus_fossarum_ott596815"	"Crustacea"	"Arthropoda"	"height of the fourth coxal plate"	"uni"	"yes"	2015	"no"	"no"	"no"	0.676	91
"Galipaud et al. 2015"	538	"Gammarus pulex/Gammarus fossarum"	"Gammarus_fossarum_ott596815"	"Crustacea"	"Arthropoda"	"height of the fourth coxal plate"	"uni"	"yes"	2015	"no"	"no"	"no"	0.655	48
"Galipaud et al. 2015"	539	"Gammarus pulex/Gammarus fossarum"	"Gammarus_fossarum_ott596815"	"Crustacea"	"Arthropoda"	"height of the fourth coxal plate"	"uni"	"yes"	2015	"no"	"no"	"no"	0.654	30
"Galipaud et al. 2015"	540	"Gammarus pulex/Gammarus fossarum"	"Gammarus_fossarum_ott596815"	"Crustacea"	"Arthropoda"	"height of the fourth coxal plate"	"uni"	"yes"	2015	"no"	"no"	"no"	0.63	94
"Galipaud et al. 2015"	541	"Gammarus pulex/Gammarus fossarum"	"Gammarus_fossarum_ott596815"	"Crustacea"	"Arthropoda"	"height of the fourth coxal plate"	"uni"	"yes"	2015	"no"	"no"	"no"	0.607	35
"Galipaud et al. 2015"	542	"Gammarus pulex/Gammarus fossarum"	"Gammarus_fossarum_ott596815"	"Crustacea"	"Arthropoda"	"height of the fourth coxal plate"	"uni"	"yes"	2015	"no"	"no"	"no"	0.545	65
"Galipaud et al. 2015"	543	"Gammarus pulex/Gammarus fossarum"	"Gammarus_fossarum_ott596815"	"Crustacea"	"Arthropoda"	"height of the fourth coxal plate"	"uni"	"yes"	2015	"no"	"no"	"no"	0.538	80
"Galipaud et al. 2015"	544	"Gammarus pulex/Gammarus fossarum"	"Gammarus_fossarum_ott596815"	"Crustacea"	"Arthropoda"	"height of the fourth coxal plate"	"uni"	"yes"	2015	"no"	"no"	"no"	0.482	83
"Galipaud et al. 2015"	545	"Gammarus pulex/Gammarus fossarum"	"Gammarus_fossarum_ott596815"	"Crustacea"	"Arthropoda"	"height of the fourth coxal plate"	"uni"	"yes"	2015	"no"	"no"	"no"	0.458	53
"Galipaud et al. 2015"	546	"Gammarus pulex/Gammarus fossarum"	"Gammarus_fossarum_ott596815"	"Crustacea"	"Arthropoda"	"height of the fourth coxal plate"	"uni"	"yes"	2015	"no"	"no"	"no"	0.453	98
"Galipaud et al. 2015"	547	"Gammarus pulex/Gammarus fossarum"	"Gammarus_fossarum_ott596815"	"Crustacea"	"Arthropoda"	"height of the fourth coxal plate"	"uni"	"yes"	2015	"no"	"no"	"no"	0.451	89
"Galipaud et al. 2015"	548	"Gammarus pulex/Gammarus fossarum"	"Gammarus_fossarum_ott596815"	"Crustacea"	"Arthropoda"	"height of the fourth coxal plate"	"uni"	"yes"	2015	"no"	"no"	"no"	0.389	44
"Galipaud et al. 2015"	549	"Gammarus pulex/Gammarus fossarum"	"Gammarus_fossarum_ott596815"	"Crustacea"	"Arthropoda"	"height of the fourth coxal plate"	"uni"	"yes"	2015	"no"	"no"	"no"	0.384	53
"Galipaud et al. 2015"	550	"Gammarus pulex/Gammarus fossarum"	"Gammarus_fossarum_ott596815"	"Crustacea"	"Arthropoda"	"height of the fourth coxal plate"	"uni"	"yes"	2015	"no"	"no"	"no"	0.346	115
"Galipaud et al. 2015"	551	"Gammarus pulex/Gammarus fossarum"	"Gammarus_fossarum_ott596815"	"Crustacea"	"Arthropoda"	"height of the fourth coxal plate"	"uni"	"yes"	2015	"no"	"no"	"no"	0.269	68
"Galipaud et al. 2015"	552	"Gammarus pulex/Gammarus fossarum"	"Gammarus_fossarum_ott596815"	"Crustacea"	"Arthropoda"	"height of the fourth coxal plate"	"uni"	"yes"	2015	"no"	"no"	"no"	0.219	83
"Galipaud et al. 2015"	553	"Gammarus pulex/Gammarus fossarum"	"Gammarus_fossarum_ott596815"	"Crustacea"	"Arthropoda"	"height of the fourth coxal plate"	"uni"	"yes"	2015	"no"	"no"	"no"	0.218	98
"Galipaud et al. 2015"	554	"Gammarus pulex/Gammarus fossarum"	"Gammarus_fossarum_ott596815"	"Crustacea"	"Arthropoda"	"height of the fourth coxal plate"	"uni"	"yes"	2015	"no"	"no"	"no"	0.213	104
"Galipaud et al. 2015"	555	"Gammarus pulex/Gammarus fossarum"	"Gammarus_fossarum_ott596815"	"Crustacea"	"Arthropoda"	"height of the fourth coxal plate"	"uni"	"yes"	2015	"no"	"no"	"no"	0.2	97
"Galipaud et al. 2015"	556	"Gammarus pulex/Gammarus fossarum"	"Gammarus_fossarum_ott596815"	"Crustacea"	"Arthropoda"	"height of the fourth coxal plate"	"uni"	"yes"	2015	"no"	"no"	"no"	-0.105	37
"Galligan and Kleindorfer 2010"	557	"Geospiza fuliginosa"	"Geospiza_fuliginosa_ott589956"	"Aves"	"Chordata"	"beak length"	"uni"	"yes"	2010	"yes"	"no"	"yes"	0.8	12
"Galligan and Kleindorfer 2010"	558	"Geospiza fuliginosa"	"Geospiza_fuliginosa_ott589956"	"Aves"	"Chordata"	"beak length"	"uni"	"yes"	2010	"yes"	"no"	"yes"	0.07	11
"Garcia-Navas et al. 2009"	559	"Cyanistes caeruleus"	"Cyanistes_caeruleus_caeruleus_ott744585"	"Aves"	"Chordata"	"tarsus length"	"uni"	"yes"	2009	"yes"	"yes"	"yes"	0.174	107
"Garcia-Navas et al. 2009"	560	"Cyanistes caeruleus"	"Cyanistes_caeruleus_caeruleus_ott744585"	"Aves"	"Chordata"	"weight"	"uni"	"yes"	2009	"yes"	"yes"	"yes"	0.131	107
"Garcia-Navas et al. 2009"	561	"Sterna hirundo"	"Sterna_hirundo_hirundo_ott5560401"	"Aves"	"Chordata"	"tarsus length"	"uni"	"yes"	2009	"yes"	"yes"	"yes"	-0.287	94
"Garn et al. 1979"	562	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"body height"	"uni"	"yes"	1979	"yes"	"yes"	"yes"	0.37	2276
"Garn et al. 1979"	563	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"body height"	"uni"	"yes"	1979	"yes"	"yes"	"yes"	0.2	1946
"Gatz 1981"	564	"Hyla versicolor"	"Hyla_versicolor_ott386095"	"Amphibia"	"Chordata"	"snout-ischium length"	"uni"	"yes"	1981	"no"	"no"	"no"	0.763	6
"Gatz 1981"	565	"Hyla versicolor"	"Hyla_versicolor_ott386095"	"Amphibia"	"Chordata"	"snout-ischium length"	"uni"	"yes"	1981	"no"	"no"	"no"	0.212	9
"Gatz 1981"	566	"Pseudacris crucifer"	"Pseudacris_crucifer_crucifer_ott897528"	"Amphibia"	"Chordata"	"snout-ischium length"	"uni"	"yes"	1981	"no"	"no"	"no"	0.136	8
"Genna 1941"	567	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"body height"	"uni"	"yes"	1941	"yes"	"yes"	"yes"	0.14	270
"Gerhardt 1982"	568	"Hyla cinerea"	"Hyla_cinerea_ott1062211"	"Amphibia"	"Chordata"	"snout-vent length"	"uni"	"yes"	1982	"no"	"no"	"no"	0.18	66
"Gerhardt et al. 1987"	569	"Hyla cinerea"	"Hyla_cinerea_ott1062211"	"Amphibia"	"Chordata"	"weight"	"uni"	"yes"	1987	"no"	"no"	"no"	0.07	70
"Gerhardt et al. 1987"	570	"Hyla cinerea"	"Hyla_cinerea_ott1062211"	"Amphibia"	"Chordata"	"snout-vent length"	"uni"	"yes"	1987	"no"	"no"	"no"	0.15	66
"Gerhardt et al. 1987"	571	"Hyla cinerea"	"Hyla_cinerea_ott1062211"	"Amphibia"	"Chordata"	"snout-vent length"	"uni"	"yes"	1987	"no"	"no"	"no"	0.02	52
"Gerhardt et al. 1987"	572	"Hyla cinerea"	"Hyla_cinerea_ott1062211"	"Amphibia"	"Chordata"	"snout-vent length"	"uni"	"yes"	1987	"no"	"no"	"no"	0.28	25
"Gerhardt et al. 1987"	573	"Hyla cinerea"	"Hyla_cinerea_ott1062211"	"Amphibia"	"Chordata"	"snout-vent length"	"uni"	"yes"	1987	"no"	"no"	"no"	0.17	70
"Ginsburg et al. 1998"	574	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"body height"	"uni"	"yes"	1998	"yes"	"yes"	"no"	0.342	105
"Ginsburg et al. 1998"	575	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"body height"	"uni"	"yes"	1998	"yes"	"yes"	"no"	0.285	272
"Ginsburg et al. 1998"	576	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"weight"	"uni"	"yes"	1998	"yes"	"yes"	"no"	0.213	105
"Ginsburg et al. 1998"	577	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"weight"	"uni"	"yes"	1998	"yes"	"yes"	"no"	0.199	272
"Ginsburg et al. 1998"	578	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"body height"	"uni"	"yes"	1998	"yes"	"yes"	"no"	-0.038	79
"Ginsburg et al. 1998"	579	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"weight"	"uni"	"yes"	1998	"yes"	"yes"	"no"	-0.13	79
"Ginsburg et al. 1998"	580	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"body height"	"uni"	"yes"	1998	"yes"	"yes"	"yes"	0.246	97
"Ginsburg et al. 1998"	581	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"body height"	"uni"	"yes"	1998	"yes"	"yes"	"yes"	0.132	259
"Ginsburg et al. 1998"	582	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"weight"	"uni"	"yes"	1998	"yes"	"yes"	"yes"	0.106	97
"Ginsburg et al. 1998"	583	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"weight"	"uni"	"yes"	1998	"yes"	"yes"	"yes"	0.091	259
"Godoy et al. 2008"	584	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"body height"	"uni"	"yes"	2008	"yes"	"yes"	"no"	0.16	240
"Godwin and Roble 1983"	585	"Hyla chrysoscelis"	"Hyla_chrysoscelis_ott1050749"	"Amphibia"	"Chordata"	"snout-vent length"	"uni"	"yes"	1983	"no"	"no"	"no"	-0.131	50
"Gould and Wilson 2015"	586	"Trirhabda eriodictyonis"	"Trirhabda_eriodictyonis_ott276072"	"Insecta"	"Arthropoda"	"body length"	"uni"	"no"	2015	"no"	"no"	"no"	-0.121	70
"Graham et al. 2015"	587	"Physa acuta"	"Physella_acuta_ott55904"	"Gastropoda"	"Lophotrochozoa"	"shell length"	"uni"	"no"	2015	"no"	"no"	"no"	-0.2	34
"Graham et al. 2015"	588	"Physa acuta"	"Physella_acuta_ott55904"	"Gastropoda"	"Lophotrochozoa"	"shell length"	"uni"	"no"	2015	"no"	"no"	"no"	0.24	27
"Gramapurohit and Radder 2012"	589	"Duttaphrynus melanostictus"	"Duttaphrynus_melanostictus_ott962265"	"Amphibia"	"Chordata"	"snout-vent length"	"uni"	"yes"	2012	"yes"	"no"	"yes"	0.39	148
"Gramapurohit and Radder 2012"	590	"Duttaphrynus melanostictus"	"Duttaphrynus_melanostictus_ott962265"	"Amphibia"	"Chordata"	"weight"	"uni"	"yes"	2012	"yes"	"no"	"yes"	0.39	148
"Grant and Grant 2008"	591	"Geospiza fortis"	"Geospiza_fortis_ott589951"	"Aves"	"Chordata"	"beak depth"	"uni"	"yes"	2008	"yes"	"no"	"yes"	0.123	243
"Green 2014"	592	"Anaxyrus fowleri"	"Anaxyrus_fowleri_ott635213"	"Amphibia"	"Chordata"	"snout-vent length"	"uni"	"yes"	2014	"yes"	"no"	"yes"	0.867	24
"Green 2014"	593	"Anaxyrus fowleri"	"Anaxyrus_fowleri_ott635213"	"Amphibia"	"Chordata"	"snout-vent length"	"uni"	"yes"	2014	"no"	"no"	"no"	0.032	75
"Greenspan 1980"	594	"Uca rapax"	"Uca_rapax_ott197166"	"Crustacea"	"Arthropoda"	"carapace breadth"	"uni"	"yes"	1980	"no"	"no"	"no"	0.65	11
"Greenwood and Adams 1984"	595	"Gammarus pulex"	"Gammarus_pulex_gallicus_ott1024016"	"Crustacea"	"Arthropoda"	"weight"	"uni"	"no"	1984	"no"	"no"	"no"	0.36	39
"Greenwood and Adams 1984"	596	"Gammarus pulex"	"Gammarus_pulex_gallicus_ott1024016"	"Crustacea"	"Arthropoda"	"weight"	"uni"	"no"	1984	"no"	"no"	"no"	0.33	8
"Greenwood and Adams 1984"	597	"Gammarus pulex"	"Gammarus_pulex_gallicus_ott1024016"	"Crustacea"	"Arthropoda"	"weight"	"uni"	"no"	1984	"no"	"no"	"no"	0.02	23
"Greenwood and Adams 1984"	598	"Gammarus pulex"	"Gammarus_pulex_gallicus_ott1024016"	"Crustacea"	"Arthropoda"	"weight"	"uni"	"yes"	1984	"no"	"no"	"no"	0.56	93
"Groth 1993"	599	"Loxia curvirostra"	"Loxia_curvirostra_curvirostra_ott438240"	"Aves"	"Chordata"	"upper mandible depth"	"uni"	"yes"	1993	"no"	"no"	"no"	0.78	24
"Groth 1993"	600	"Loxia curvirostra"	"Loxia_curvirostra_curvirostra_ott438240"	"Aves"	"Chordata"	"upper mandible length"	"uni"	"yes"	1993	"no"	"no"	"no"	0.78	24
"Groth 1993"	601	"Loxia curvirostra"	"Loxia_curvirostra_curvirostra_ott438240"	"Aves"	"Chordata"	"upper mandible width"	"uni"	"yes"	1993	"no"	"no"	"no"	0.74	24
"Groth 1993"	602	"Loxia curvirostra"	"Loxia_curvirostra_curvirostra_ott438240"	"Aves"	"Chordata"	"lower mandible width"	"uni"	"yes"	1993	"no"	"no"	"no"	0.73	24
"Groth 1993"	603	"Loxia curvirostra"	"Loxia_curvirostra_curvirostra_ott438240"	"Aves"	"Chordata"	"lower mandible length"	"uni"	"yes"	1993	"no"	"no"	"no"	0.72	24
"Groth 1993"	604	"Loxia curvirostra"	"Loxia_curvirostra_curvirostra_ott438240"	"Aves"	"Chordata"	"bill depth"	"uni"	"yes"	1993	"no"	"no"	"no"	0.64	24
"Groth 1993"	605	"Loxia curvirostra"	"Loxia_curvirostra_curvirostra_ott438240"	"Aves"	"Chordata"	"wing length"	"uni"	"yes"	1993	"no"	"no"	"no"	0.59	24
"Groth 1993"	606	"Loxia curvirostra"	"Loxia_curvirostra_curvirostra_ott438240"	"Aves"	"Chordata"	"weight"	"uni"	"yes"	1993	"no"	"no"	"no"	0.59	24
"Groth 1993"	607	"Loxia curvirostra"	"Loxia_curvirostra_curvirostra_ott438240"	"Aves"	"Chordata"	"tarsus length"	"uni"	"yes"	1993	"no"	"no"	"no"	0.43	24
"Gunnarsson et al. 2012"	608	"Limosa limosa islandica"	"Limosa_limosa_islandica_ott279299"	"Aves"	"Chordata"	"bill length/wing length"	"uni"	"yes"	2012	"yes"	"yes"	"no"	-0.45	27
"Gunzburger 2006"	609	"Hyla cinerea"	"Hyla_cinerea_ott1062211"	"Amphibia"	"Chordata"	"tibiofibula length"	"uni"	"yes"	2006	"yes"	"yes"	"yes"	0.36	43
"Haggerty 2006"	610	"Thryothorus ludovicianus"	"Thryothorus_ludovicianus_ott1036137"	"Aves"	"Chordata"	"wing length"	"uni"	"yes"	2006	"yes"	"no"	"yes"	0.29	44
"Hammouda et al. 2016"	611	"Larus michahellis"	"Larus_michahellis_michahellis_ott425206"	"Aves"	"Chordata"	"foot length"	"uni"	"yes"	2016	"yes"	"yes"	"no"	0.297	16
